customer_id,name,phone,email,region,plan_tier,contract_type,payment_method,tenure_months,monthly_charges,total_charges,call_minutes_m1,call_minutes_m2,call_minutes_m3,data_gb_m1,data_gb_m2,data_gb_m3,recharge_count_m1,recharge_count_m2,recharge_count_m3,support_calls_m1,support_calls_m2,support_calls_m3,churn
CUST-10827,Customer 828,+91-98765-10827,user828@example.com,West,Prepaid Basic,One Year,UPI/Credit Card,1,434.92,400.32,103.4,106.4,109.5,31.1,32.0,32.9,1,1,2,2,1,1,0
CUST-10828,Customer 829,+91-98765-10828,user829@example.com,South,Prepaid Unlimited,Two Year,Electronic Check,3,1226.46,3932.91,931.8,961.1,991.3,77.8,80.3,82.8,1,1,1,1,0,0,0
CUST-10829,Customer 830,+91-98765-10829,user830@example.com,North,Prepaid Unlimited,Two Year,UPI/Credit Card,46,889.24,41578.81,748.6,731.5,714.7,12.3,12.0,11.7,2,2,2,4,3,2,0
CUST-10830,Customer 831,+91-98765-10830,user831@example.com,West,Prepaid Unlimited,Month-to-Month,Mailed Check,55,1240.14,74838.41,225.0,390.9,679.2,26.6,46.2,80.2,1,2,4,2,0,0,1
CUST-10831,Customer 832,+91-98765-10831,user832@example.com,East,Postpaid Standard,Month-to-Month,Mailed Check,64,999.71,65727.22,39.6,67.1,113.7,21.7,36.7,62.2,1,1,1,3,1,1,0
CUST-10832,Customer 833,+91-98765-10832,user833@example.com,South,Prepaid Basic,Month-to-Month,Mailed Check,45,397.92,19102.95,802.5,838.0,875.1,54.5,56.9,59.4,4,4,5,2,2,2,0
CUST-10833,Customer 834,+91-98765-10833,user834@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,26,1217.78,33560.51,75.5,132.1,230.9,15.9,27.7,48.5,1,2,5,4,0,0,1
CUST-10834,Customer 835,+91-98765-10834,user835@example.com,Central,Postpaid Premium,Month-to-Month,Mailed Check,65,382.76,24110.43,880.5,867.0,853.6,32.3,31.8,31.3,2,2,2,0,0,0,0
CUST-10835,Customer 836,+91-98765-10835,user836@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,24,873.44,19954.72,47.0,73.2,114.0,20.3,31.5,49.1,1,2,4,3,1,0,0
CUST-10836,Customer 837,+91-98765-10836,user837@example.com,South,Postpaid Premium,Month-to-Month,Auto-Debit,35,505.82,17457.6,688.1,684.7,681.4,48.3,48.0,47.8,2,2,2,1,1,0,0
CUST-10837,Customer 838,+91-98765-10837,user838@example.com,South,Prepaid Basic,Month-to-Month,Mailed Check,24,1201.8,28654.23,299.4,383.5,491.3,36.9,47.2,60.5,1,2,3,2,0,0,0
CUST-10838,Customer 839,+91-98765-10838,user839@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,28,1392.91,36974.06,182.0,226.0,280.7,20.6,25.5,31.7,3,4,5,7,2,2,1
CUST-10839,Customer 840,+91-98765-10839,user840@example.com,East,Prepaid Basic,Month-to-Month,Electronic Check,16,963.95,16640.39,75.9,122.2,196.8,4.8,7.7,12.4,1,1,1,6,3,2,1
CUST-10840,Customer 841,+91-98765-10840,user841@example.com,Central,Postpaid Standard,Two Year,Electronic Check,59,931.58,55430.93,476.1,486.0,496.1,18.0,18.4,18.8,1,1,1,2,2,1,0
CUST-10841,Customer 842,+91-98765-10841,user842@example.com,Central,Postpaid Premium,One Year,UPI/Credit Card,54,1215.76,71933.11,231.2,220.9,211.0,78.2,74.7,71.4,1,1,1,2,1,0,0
CUST-10842,Customer 843,+91-98765-10842,user843@example.com,North,Prepaid Basic,Two Year,Auto-Debit,16,305.09,5184.11,505.9,521.6,537.8,6.7,6.9,7.1,4,4,5,1,1,1,0
CUST-10843,Customer 844,+91-98765-10843,user844@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,15,1400.31,21238.66,281.0,431.5,662.7,36.6,56.3,86.4,1,2,4,4,2,2,1
CUST-10844,Customer 845,+91-98765-10844,user845@example.com,Central,Prepaid Basic,Month-to-Month,UPI/Credit Card,11,535.94,6422.43,503.7,652.2,844.6,42.3,54.8,71.0,2,3,5,3,1,0,1
CUST-10845,Customer 846,+91-98765-10845,user846@example.com,Central,Prepaid Unlimited,One Year,Mailed Check,65,1479.94,96289.89,739.6,725.0,710.8,81.2,79.6,78.0,5,5,5,1,1,1,0
CUST-10846,Customer 847,+91-98765-10846,user847@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,68,1182.5,86635.45,104.9,129.1,158.7,55.8,68.6,84.4,1,1,1,3,1,0,1
CUST-10847,Customer 848,+91-98765-10847,user848@example.com,East,Postpaid Premium,Month-to-Month,UPI/Credit Card,43,1228.1,51310.07,123.7,215.8,376.7,5.5,9.6,16.7,1,2,5,5,1,0,1
CUST-10848,Customer 849,+91-98765-10848,user849@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,69,1086.44,73144.86,161.9,241.1,359.2,37.4,55.8,83.1,1,1,1,3,1,1,1
CUST-10849,Customer 850,+91-98765-10849,user850@example.com,East,Prepaid Unlimited,Month-to-Month,Auto-Debit,13,865.0,11060.88,307.0,532.5,923.5,17.6,30.5,52.9,1,2,4,8,3,2,1
CUST-10850,Customer 851,+91-98765-10850,user851@example.com,East,Prepaid Basic,Month-to-Month,Auto-Debit,10,984.95,9941.35,535.3,686.7,881.0,54.1,69.5,89.1,1,2,3,7,2,1,1
CUST-10851,Customer 852,+91-98765-10851,user852@example.com,Central,Prepaid Basic,Month-to-Month,Mailed Check,41,354.68,14697.45,415.8,424.4,433.1,85.6,87.4,89.2,1,1,1,2,2,1,0
CUST-10852,Customer 853,+91-98765-10852,user853@example.com,West,Prepaid Basic,One Year,Electronic Check,50,1047.75,52349.77,173.8,168.8,164.0,7.7,7.5,7.3,2,2,2,2,2,1,0
CUST-10853,Customer 854,+91-98765-10853,user854@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,71,1050.32,71679.31,463.3,647.4,904.7,21.2,29.6,41.4,1,2,3,3,1,0,1
CUST-10854,Customer 855,+91-98765-10854,user855@example.com,West,Postpaid Standard,Month-to-Month,Mailed Check,59,1368.44,87636.32,611.0,741.3,899.4,37.4,45.3,55.0,2,3,4,7,2,2,1
CUST-10855,Customer 856,+91-98765-10855,user856@example.com,West,Prepaid Unlimited,One Year,Electronic Check,39,905.79,35951.69,826.9,847.8,869.3,66.0,67.7,69.4,2,2,3,4,3,2,0
CUST-10856,Customer 857,+91-98765-10856,user857@example.com,East,Prepaid Unlimited,Month-to-Month,Mailed Check,3,391.57,1153.03,414.6,597.3,860.6,15.5,22.3,32.2,1,1,1,5,0,0,1
CUST-10857,Customer 858,+91-98765-10857,user858@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,7,666.44,4806.13,307.5,404.5,532.2,16.8,22.0,29.0,2,3,4,5,2,2,1
CUST-10858,Customer 859,+91-98765-10858,user859@example.com,North,Postpaid Standard,Two Year,Mailed Check,49,1085.76,56053.53,257.6,258.7,259.7,40.9,41.0,41.2,1,1,2,2,2,1,0
CUST-10859,Customer 860,+91-98765-10859,user860@example.com,East,Postpaid Standard,Month-to-Month,Mailed Check,26,586.11,16643.05,248.2,362.6,529.7,24.6,36.0,52.6,1,1,1,6,3,2,1
CUST-10860,Customer 861,+91-98765-10860,user861@example.com,North,Prepaid Basic,Month-to-Month,Mailed Check,33,635.63,20973.9,561.0,553.0,545.1,98.2,96.8,95.4,1,1,1,1,1,0,0
CUST-10861,Customer 862,+91-98765-10861,user862@example.com,South,Postpaid Standard,Month-to-Month,Electronic Check,48,1283.56,56831.09,187.8,318.7,540.9,26.9,45.6,77.4,1,2,4,4,2,2,1
CUST-10862,Customer 863,+91-98765-10862,user863@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,2,1000.18,1976.66,341.3,446.8,584.9,26.7,35.0,45.8,2,3,4,2,0,0,1
CUST-10863,Customer 864,+91-98765-10863,user864@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,71,909.23,64283.82,145.8,220.0,331.9,4.5,6.8,10.2,1,1,3,4,1,1,1
CUST-10864,Customer 865,+91-98765-10864,user865@example.com,East,Prepaid Unlimited,One Year,Electronic Check,32,681.14,23527.09,428.0,428.8,429.6,20.9,21.0,21.0,1,1,2,2,1,0,0
CUST-10865,Customer 866,+91-98765-10865,user866@example.com,Central,Prepaid Unlimited,Month-to-Month,Auto-Debit,4,1176.11,4605.46,223.1,330.9,490.8,22.0,32.6,48.3,1,2,3,6,3,2,1
CUST-10866,Customer 867,+91-98765-10866,user867@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,20,644.26,14053.43,217.8,217.9,218.0,82.2,82.3,82.3,2,2,3,3,2,1,0
CUST-10867,Customer 868,+91-98765-10867,user868@example.com,Central,Postpaid Premium,Month-to-Month,Electronic Check,36,1183.48,42478.59,352.9,424.2,509.8,28.5,34.3,41.2,1,1,1,6,3,2,1
CUST-10868,Customer 869,+91-98765-10868,user869@example.com,South,Postpaid Standard,Month-to-Month,Electronic Check,32,383.12,13421.53,379.1,560.8,829.4,25.7,38.0,56.2,1,2,4,5,1,0,1
CUST-10869,Customer 870,+91-98765-10869,user870@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,28,1336.45,33739.9,767.5,805.4,845.3,81.4,85.5,89.7,1,1,1,2,1,1,0
CUST-10870,Customer 871,+91-98765-10870,user871@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,1,898.48,970.15,237.0,333.9,470.4,46.3,65.2,91.8,1,1,2,2,0,0,1
CUST-10871,Customer 872,+91-98765-10871,user872@example.com,West,Prepaid Unlimited,Month-to-Month,Mailed Check,60,825.21,53781.78,332.7,434.3,566.9,15.0,19.5,25.5,1,2,3,4,2,2,1
CUST-10872,Customer 873,+91-98765-10872,user873@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,56,1032.23,63134.73,41.5,73.5,130.3,2.9,5.1,9.1,1,1,2,3,1,0,0
CUST-10873,Customer 874,+91-98765-10873,user874@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,35,1048.03,33108.88,369.7,511.3,707.0,17.8,24.6,34.0,2,2,4,7,3,2,1
CUST-10874,Customer 875,+91-98765-10874,user875@example.com,North,Prepaid Basic,Month-to-Month,Mailed Check,30,457.44,12822.14,423.2,443.2,464.1,64.8,67.9,71.1,3,3,4,3,2,2,0
CUST-10875,Customer 876,+91-98765-10875,user876@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,54,1206.48,67153.47,508.8,504.8,500.9,96.9,96.1,95.4,5,5,5,3,2,1,0
CUST-10876,Customer 877,+91-98765-10876,user877@example.com,North,Postpaid Standard,Month-to-Month,Electronic Check,36,630.11,20531.13,466.8,643.2,886.3,6.5,8.9,12.3,1,1,2,5,1,1,1
CUST-10877,Customer 878,+91-98765-10877,user878@example.com,South,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,55,1384.95,69524.07,321.2,407.0,515.7,4.8,6.1,7.7,1,1,1,5,1,0,1
CUST-10878,Customer 879,+91-98765-10878,user879@example.com,Central,Prepaid Basic,Month-to-Month,Auto-Debit,58,1280.42,70121.58,62.5,86.2,119.1,46.7,64.4,89.0,1,1,2,8,3,2,0
CUST-10879,Customer 880,+91-98765-10879,user880@example.com,East,Postpaid Standard,One Year,UPI/Credit Card,65,714.52,46559.35,292.9,298.7,304.7,73.1,74.6,76.1,2,2,3,4,3,2,0
CUST-10880,Customer 881,+91-98765-10880,user881@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,69,1268.29,88315.42,329.6,417.2,528.1,62.0,78.4,99.3,2,3,4,4,2,1,1
CUST-10881,Customer 882,+91-98765-10881,user882@example.com,Central,Prepaid Basic,One Year,Electronic Check,51,726.67,33608.1,454.9,468.3,482.0,40.3,41.5,42.7,3,3,4,1,1,1,0
CUST-10882,Customer 883,+91-98765-10882,user883@example.com,East,Prepaid Basic,One Year,Auto-Debit,22,420.14,8633.72,915.1,894.5,874.3,46.6,45.5,44.5,2,2,2,3,2,1,0
CUST-10883,Customer 884,+91-98765-10883,user884@example.com,East,Prepaid Unlimited,Two Year,UPI/Credit Card,53,1453.27,77018.78,590.0,589.0,587.9,21.5,21.4,21.4,2,2,2,2,1,1,0
CUST-10884,Customer 885,+91-98765-10884,user885@example.com,North,Postpaid Standard,Month-to-Month,Mailed Check,36,1082.12,39688.24,486.7,592.3,720.7,10.8,13.1,16.0,1,1,2,2,0,0,1
CUST-10885,Customer 886,+91-98765-10885,user886@example.com,South,Prepaid Unlimited,Month-to-Month,Electronic Check,68,846.32,53502.88,363.1,435.5,522.4,41.7,50.0,60.0,2,2,3,3,0,0,0
CUST-10886,Customer 887,+91-98765-10886,user887@example.com,South,Prepaid Basic,One Year,UPI/Credit Card,36,776.33,27382.45,456.0,475.4,495.7,36.4,38.0,39.6,2,2,3,0,0,0,0
CUST-10887,Customer 888,+91-98765-10887,user888@example.com,Central,Postpaid Standard,Two Year,Electronic Check,52,688.65,38706.11,517.7,509.6,501.7,13.0,12.8,12.6,1,1,1,0,0,0,0
CUST-10888,Customer 889,+91-98765-10888,user889@example.com,South,Postpaid Standard,Two Year,Electronic Check,53,1476.74,86076.71,476.0,472.9,469.8,90.5,89.9,89.3,2,2,2,2,2,1,0
CUST-10889,Customer 890,+91-98765-10889,user890@example.com,West,Postpaid Standard,Month-to-Month,UPI/Credit Card,50,460.7,25279.6,239.3,374.1,584.7,9.7,15.2,23.8,1,1,1,5,0,0,1
CUST-10890,Customer 891,+91-98765-10890,user891@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,41,676.77,29865.68,134.5,209.2,325.4,31.5,48.9,76.1,2,3,5,5,0,0,1
CUST-10891,Customer 892,+91-98765-10891,user892@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,18,881.6,15534.48,506.6,676.0,901.9,17.9,23.8,31.8,1,2,3,2,0,0,1
CUST-10892,Customer 893,+91-98765-10892,user893@example.com,South,Postpaid Premium,One Year,Electronic Check,22,872.6,19913.54,381.9,390.7,399.8,78.5,80.3,82.2,3,3,4,2,1,1,0
CUST-10893,Customer 894,+91-98765-10893,user894@example.com,West,Postpaid Standard,Month-to-Month,Electronic Check,66,864.64,56114.29,160.1,193.1,232.8,11.1,13.4,16.2,3,4,5,5,2,2,0
CUST-10894,Customer 895,+91-98765-10894,user895@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,21,509.94,11026.85,179.9,183.4,186.9,73.9,75.3,76.8,3,3,4,2,2,1,0
CUST-10895,Customer 896,+91-98765-10895,user896@example.com,Central,Prepaid Basic,One Year,Auto-Debit,44,472.92,20015.4,121.6,116.7,112.1,15.5,14.9,14.3,5,5,5,3,2,2,0
CUST-10896,Customer 897,+91-98765-10896,user897@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,47,604.72,29025.53,484.1,482.4,480.6,47.8,47.7,47.5,1,1,1,3,3,2,0
CUST-10897,Customer 898,+91-98765-10897,user898@example.com,North,Postpaid Premium,Two Year,Electronic Check,39,1396.43,54719.55,279.3,274.0,268.8,77.6,76.2,74.7,1,1,1,1,0,0,0
CUST-10898,Customer 899,+91-98765-10898,user899@example.com,North,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,29,434.66,11406.34,109.5,114.4,119.5,19.7,20.6,21.5,2,2,3,1,1,0,0
CUST-10899,Customer 900,+91-98765-10899,user900@example.com,East,Prepaid Unlimited,Month-to-Month,Mailed Check,54,1207.91,69019.48,311.1,420.3,568.0,17.6,23.8,32.1,2,2,4,6,1,0,1
CUST-10900,Customer 901,+91-98765-10900,user901@example.com,East,Prepaid Basic,Month-to-Month,Auto-Debit,17,1208.06,18532.19,380.1,520.2,712.0,46.5,63.7,87.2,2,3,5,6,2,1,1
CUST-10901,Customer 902,+91-98765-10901,user902@example.com,North,Prepaid Unlimited,One Year,UPI/Credit Card,60,1270.72,73089.11,170.4,173.8,177.2,85.7,87.4,89.1,1,1,2,3,2,1,0
CUST-10902,Customer 903,+91-98765-10902,user903@example.com,Central,Postpaid Standard,Month-to-Month,Mailed Check,31,1362.94,38076.09,282.0,381.0,514.8,5.1,6.9,9.3,1,1,2,6,1,0,1
CUST-10903,Customer 904,+91-98765-10903,user904@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,49,614.64,29371.66,779.9,774.6,769.3,21.3,21.1,21.0,3,3,3,3,2,1,0
CUST-10904,Customer 905,+91-98765-10904,user905@example.com,West,Postpaid Standard,Two Year,UPI/Credit Card,2,568.47,1037.61,962.4,974.7,987.2,15.8,16.0,16.2,3,3,4,3,2,1,0
CUST-10905,Customer 906,+91-98765-10905,user906@example.com,South,Postpaid Premium,Month-to-Month,Electronic Check,48,857.61,44569.74,313.1,468.3,700.5,9.9,14.8,22.1,1,1,2,6,2,2,1
CUST-10906,Customer 907,+91-98765-10906,user907@example.com,Central,Prepaid Basic,Month-to-Month,Mailed Check,14,617.11,8493.84,298.8,309.4,320.4,90.7,93.9,97.2,2,2,3,2,2,1,0
CUST-10907,Customer 908,+91-98765-10907,user908@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,59,1180.17,69065.97,307.9,478.9,744.9,23.7,36.9,57.4,1,1,3,6,2,2,1
CUST-10908,Customer 909,+91-98765-10908,user909@example.com,North,Prepaid Basic,Month-to-Month,Mailed Check,58,1062.13,59753.59,441.1,530.5,638.1,34.2,41.2,49.5,2,3,4,3,0,0,1
CUST-10909,Customer 910,+91-98765-10909,user910@example.com,South,Postpaid Standard,One Year,Mailed Check,58,1348.99,80236.67,294.3,292.5,290.6,99.8,99.1,98.5,2,2,2,1,1,1,0
CUST-10910,Customer 911,+91-98765-10910,user911@example.com,West,Prepaid Unlimited,Month-to-Month,Mailed Check,51,398.29,21468.21,891.8,878.8,866.0,59.6,58.8,57.9,2,2,2,3,3,2,0
CUST-10911,Customer 912,+91-98765-10911,user912@example.com,East,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,2,1397.1,2876.99,315.5,391.1,484.7,44.1,54.7,67.8,1,1,2,5,1,1,0
CUST-10912,Customer 913,+91-98765-10912,user913@example.com,East,Postpaid Standard,Month-to-Month,Electronic Check,41,651.02,28016.84,941.1,953.4,965.8,35.7,36.1,36.6,1,1,1,3,3,2,0
CUST-10913,Customer 914,+91-98765-10913,user914@example.com,North,Prepaid Unlimited,One Year,Electronic Check,16,887.83,15358.67,687.9,718.6,750.6,37.9,39.5,41.3,1,1,2,4,3,2,0
CUST-10914,Customer 915,+91-98765-10914,user915@example.com,West,Postpaid Premium,Month-to-Month,Auto-Debit,4,825.33,3541.36,359.4,494.4,680.1,32.5,44.7,61.5,2,3,5,6,2,1,1
CUST-10915,Customer 916,+91-98765-10915,user916@example.com,Central,Prepaid Unlimited,Month-to-Month,Auto-Debit,12,1211.37,15042.48,236.3,422.5,755.5,3.6,6.5,11.6,1,1,1,3,0,0,1
CUST-10916,Customer 917,+91-98765-10916,user917@example.com,East,Prepaid Basic,Month-to-Month,Auto-Debit,29,803.4,21968.89,350.6,431.2,530.3,19.4,23.8,29.3,1,1,1,5,2,2,1
CUST-10917,Customer 918,+91-98765-10917,user918@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,7,1431.26,10294.74,175.1,311.7,554.7,7.5,13.3,23.7,1,1,1,3,1,0,0
CUST-10918,Customer 919,+91-98765-10918,user919@example.com,Central,Postpaid Standard,Month-to-Month,Electronic Check,14,1382.04,19372.1,438.3,616.1,866.1,3.3,4.6,6.5,1,1,1,6,2,1,1
CUST-10919,Customer 920,+91-98765-10919,user920@example.com,West,Prepaid Unlimited,Month-to-Month,Mailed Check,12,1345.59,16848.57,227.8,403.0,712.8,17.9,31.7,56.0,1,1,3,7,2,1,1
CUST-10920,Customer 921,+91-98765-10920,user921@example.com,East,Postpaid Standard,One Year,Mailed Check,5,384.51,2050.57,819.0,862.1,907.5,52.6,55.4,58.3,4,4,5,1,1,0,0
CUST-10921,Customer 922,+91-98765-10921,user922@example.com,Central,Postpaid Premium,Month-to-Month,UPI/Credit Card,32,1324.11,44428.42,590.5,729.7,901.7,27.2,33.6,41.5,2,3,4,3,1,1,1
CUST-10922,Customer 923,+91-98765-10922,user923@example.com,Central,Prepaid Basic,Two Year,Mailed Check,43,1236.96,56875.95,914.4,946.0,978.8,28.5,29.5,30.5,1,1,2,2,2,2,0
CUST-10923,Customer 924,+91-98765-10923,user924@example.com,Central,Postpaid Premium,Two Year,Electronic Check,69,423.22,26654.97,688.0,708.8,730.2,63.0,64.9,66.9,1,1,1,0,0,0,0
CUST-10924,Customer 925,+91-98765-10924,user925@example.com,East,Prepaid Basic,Month-to-Month,Electronic Check,45,427.9,17451.72,581.2,566.5,552.1,18.7,18.3,17.8,4,4,4,2,1,1,0
CUST-10925,Customer 926,+91-98765-10925,user926@example.com,East,Prepaid Basic,Month-to-Month,Electronic Check,9,420.4,3600.85,154.3,196.3,249.7,33.6,42.7,54.3,1,2,3,6,1,1,1
CUST-10926,Customer 927,+91-98765-10926,user927@example.com,South,Prepaid Basic,Month-to-Month,UPI/Credit Card,49,312.6,16544.83,751.9,743.3,734.8,79.8,78.9,78.0,4,4,4,1,1,0,0
CUST-10927,Customer 928,+91-98765-10927,user928@example.com,West,Postpaid Standard,One Year,Auto-Debit,33,957.36,33637.95,390.3,376.1,362.4,22.2,21.4,20.6,1,1,1,3,3,2,0
CUST-10928,Customer 929,+91-98765-10928,user929@example.com,North,Prepaid Unlimited,Month-to-Month,Mailed Check,18,1467.07,27372.33,233.7,287.9,354.7,50.5,62.2,76.6,3,4,5,3,0,0,1
CUST-10929,Customer 930,+91-98765-10929,user930@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,9,825.42,7727.06,158.2,223.1,314.5,38.9,54.8,77.3,2,2,4,7,2,1,1
CUST-10930,Customer 931,+91-98765-10930,user931@example.com,South,Prepaid Unlimited,Month-to-Month,Electronic Check,62,947.91,61434.72,510.6,673.2,887.6,6.2,8.1,10.7,1,1,1,6,1,1,1
CUST-10931,Customer 932,+91-98765-10931,user932@example.com,North,Prepaid Unlimited,One Year,Auto-Debit,57,1460.56,90621.42,869.6,875.4,881.2,6.7,6.8,6.8,1,1,1,2,1,0,0
CUST-10932,Customer 933,+91-98765-10932,user933@example.com,South,Prepaid Basic,One Year,Electronic Check,29,605.22,18717.46,613.7,640.2,667.9,89.6,93.5,97.5,1,1,2,4,3,2,0
CUST-10933,Customer 934,+91-98765-10933,user934@example.com,East,Postpaid Standard,Month-to-Month,Mailed Check,25,1329.16,34049.03,193.1,318.6,525.7,8.6,14.2,23.4,1,1,2,7,3,2,1
CUST-10934,Customer 935,+91-98765-10934,user935@example.com,Central,Postpaid Standard,One Year,UPI/Credit Card,15,954.67,14794.66,681.9,693.3,704.9,80.4,81.7,83.1,4,4,5,2,2,2,0
CUST-10935,Customer 936,+91-98765-10935,user936@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,6,982.37,5556.76,236.5,391.0,646.5,21.4,35.3,58.4,1,1,2,4,0,0,1
CUST-10936,Customer 937,+91-98765-10936,user937@example.com,North,Postpaid Premium,Month-to-Month,Mailed Check,42,710.81,30793.34,196.2,305.0,474.2,12.5,19.4,30.1,2,3,5,7,2,2,1
CUST-10937,Customer 938,+91-98765-10937,user938@example.com,North,Prepaid Unlimited,Two Year,Electronic Check,29,972.9,27789.08,445.2,443.4,441.7,17.4,17.4,17.3,3,3,3,4,3,2,0
CUST-10938,Customer 939,+91-98765-10938,user939@example.com,North,Postpaid Premium,Month-to-Month,Auto-Debit,4,386.77,1439.7,218.3,311.5,444.5,25.6,36.6,52.2,1,2,3,6,3,2,1
CUST-10939,Customer 940,+91-98765-10939,user940@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,57,1216.57,73593.96,283.6,422.8,630.2,19.7,29.3,43.7,1,1,2,5,3,2,1
CUST-10940,Customer 941,+91-98765-10940,user941@example.com,South,Prepaid Unlimited,Month-to-Month,Electronic Check,49,640.63,31455.2,664.2,673.5,682.9,69.4,70.4,71.4,2,2,3,2,2,1,0
CUST-10941,Customer 942,+91-98765-10941,user942@example.com,Central,Prepaid Basic,Two Year,UPI/Credit Card,44,1364.13,65752.89,464.5,485.1,506.6,83.4,87.0,90.9,3,3,4,2,1,0,0
CUST-10942,Customer 943,+91-98765-10942,user943@example.com,East,Postpaid Standard,One Year,Auto-Debit,14,740.42,9913.26,964.9,968.4,971.8,80.9,81.2,81.5,3,3,4,1,0,0,0
CUST-10943,Customer 944,+91-98765-10943,user944@example.com,East,Prepaid Unlimited,One Year,Auto-Debit,3,470.39,1405.71,187.5,181.4,175.5,33.2,32.1,31.1,4,4,4,2,2,2,0
CUST-10944,Customer 945,+91-98765-10944,user945@example.com,East,Prepaid Basic,One Year,UPI/Credit Card,62,1134.06,69580.41,393.4,402.7,412.3,84.4,86.4,88.5,2,2,3,2,1,0,0
CUST-10945,Customer 946,+91-98765-10945,user946@example.com,East,Prepaid Basic,Month-to-Month,Electronic Check,64,496.49,29365.39,502.5,489.7,477.2,88.7,86.4,84.2,4,4,4,1,0,0,0
CUST-10946,Customer 947,+91-98765-10946,user947@example.com,South,Prepaid Unlimited,Month-to-Month,Mailed Check,45,1203.42,53353.67,55.0,79.6,115.2,44.5,64.5,93.3,2,3,5,4,2,1,0
CUST-10947,Customer 948,+91-98765-10947,user948@example.com,West,Prepaid Unlimited,Month-to-Month,Auto-Debit,58,1460.73,81122.55,291.0,353.1,428.5,33.0,40.1,48.6,1,1,1,3,1,0,1
CUST-10948,Customer 949,+91-98765-10948,user949@example.com,Central,Postpaid Standard,Month-to-Month,Auto-Debit,20,1234.46,23011.92,122.5,206.0,346.3,27.6,46.4,78.0,1,1,2,3,1,1,1
CUST-10949,Customer 950,+91-98765-10949,user950@example.com,North,Postpaid Standard,Month-to-Month,Electronic Check,58,325.94,18080.87,535.8,545.5,555.4,59.0,60.1,61.2,4,4,5,2,1,0,0
CUST-10950,Customer 951,+91-98765-10950,user951@example.com,West,Prepaid Basic,Two Year,Electronic Check,57,1018.86,54976.74,435.1,418.6,402.8,37.3,35.9,34.5,4,4,4,2,1,1,0
CUST-10951,Customer 952,+91-98765-10951,user952@example.com,East,Postpaid Standard,Month-to-Month,Auto-Debit,68,1133.49,80685.67,473.3,597.2,753.6,62.5,78.9,99.5,1,1,1,4,1,1,1
CUST-10952,Customer 953,+91-98765-10952,user953@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,52,1289.55,60763.68,302.0,410.8,558.9,4.6,6.3,8.6,1,1,2,4,0,0,1
CUST-10953,Customer 954,+91-98765-10953,user954@example.com,Central,Postpaid Standard,Month-to-Month,Mailed Check,37,366.2,13867.71,234.0,225.2,216.8,22.0,21.2,20.4,5,5,5,3,2,1,0
CUST-10954,Customer 955,+91-98765-10954,user955@example.com,North,Postpaid Standard,Month-to-Month,Auto-Debit,8,875.13,7366.02,426.9,575.2,775.1,49.5,66.6,89.8,1,1,2,6,1,1,1
CUST-10955,Customer 956,+91-98765-10955,user956@example.com,North,Prepaid Unlimited,Two Year,Mailed Check,44,941.45,41264.1,171.4,180.1,189.3,9.8,10.3,10.8,2,2,3,2,1,0,0
CUST-10956,Customer 957,+91-98765-10956,user957@example.com,Central,Postpaid Standard,Month-to-Month,Mailed Check,5,501.95,2726.37,556.7,690.0,855.1,58.1,72.0,89.2,2,3,4,6,2,1,0
CUST-10957,Customer 958,+91-98765-10957,user958@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,69,685.94,49297.65,994.0,965.7,938.3,77.2,75.0,72.9,5,5,5,3,2,1,0
